,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce,lambda1,lambda2
0,1.0,186265.52419379298,186260.90760138576,0.4360831054743634,186260.90760138576,4.6175936246576486,795.0026245117188,793.9047241210938,0.41011440603130056,793.9047241210938,1.0979299545288086,1.0,1.0
1,2.0,875.8036658164183,861.017126258897,0.47855932156431213,861.017126258897,14.786542100043384,809.8661499023438,806.419921875,0.5215314789201745,806.419921875,3.4462578296661377,1.0,1.0
2,3.0,893.7780512710291,866.0000920207954,0.5115058718483811,866.0000920207954,27.77796056519257,800.6871948242188,798.019287109375,0.5021940723415915,798.019287109375,2.6678924560546875,0.9377370619656322,1.062262938034368
3,4.0,72121.31786594508,72047.34324201338,0.49527418065069945,72047.34324201338,73.97229955898472,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.999979834014131,2.0165985868846812e-05
4,5.0,937.481851870297,850.9095068621489,0.49998007200648326,850.9095068621489,86.57234938451849,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.9174366399866185,1.0825633600133815
5,6.0,935.025780145376,848.6893878772946,0.4999667866774721,848.6893878772946,86.33639619394314,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.000008313571319,0.9999916864286812
6,7.0,935.7343490694199,849.3227929425386,0.5000990508066364,849.3227929425386,86.41155954372664,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.9999911247237945,1.0000088752762055
7,8.0,937.8173018379446,851.2449555192258,0.4999867146709888,851.2449555192258,86.57234995789324,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0000287442589504,0.9999712557410494
8,9.0,935.8827679405914,849.4677240102569,0.49996014401296646,849.4677240102569,86.41504706634335,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.9999806577193356,1.0000193422806642
9,10.0,937.2796895781909,850.7073451317161,0.49999335733549444,850.7073451317161,86.57234970045967,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.9999742125919995,1.0000257874080005
10,11.0,937.5065850567964,851.016211106002,0.5000428852423294,851.016211106002,86.49037625599493,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0000935676780156,0.9999064323219844
11,,,,,,,,,,,,,
12,,,,,,,,,,,,,
13,,,,,,,,,,,,,
14,,,,,,,,,,,,,
15,,,,,,,,,,,,,
16,,,,,,,,,,,,,
17,,,,,,,,,,,,,
18,,,,,,,,,,,,,
19,,,,,,,,,,,,,
20,,,,,,,,,,,,,
21,,,,,,,,,,,,,
22,,,,,,,,,,,,,
23,,,,,,,,,,,,,
24,,,,,,,,,,,,,
25,,,,,,,,,,,,,
