,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce,lambda1,lambda2
0,1.0,935.6975854032783,849.3370224678755,0.49956645097923896,849.3370224678755,86.36056783305519,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0,1.0
1,2.0,936.9817196894351,850.4216809485182,0.5,850.4216809485182,86.56004276656519,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0,1.0
2,3.0,936.49535980459,850.0371990291753,0.5,850.0371990291753,86.45816409203314,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0003624318767748,0.9996375681232251
3,4.0,936.6225483743459,850.0964698850102,0.5,850.0964698850102,86.52608331191009,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.9996420770800734,1.0003579229199264
4,5.0,937.7369788385207,851.1769398397747,0.5,851.1769398397747,86.56004273140668,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.000439260359455,0.9995607396405453
5,6.0,936.4090659145935,849.950904998545,0.5,849.950904998545,86.45816422973726,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.999868284834311,1.0001317151656892
6,7.0,936.2256796231834,849.7335594399916,0.5,849.7335594399916,86.49212363604943,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,0.9996757501664213,1.000324249833579
7,8.0,935.6985311669322,849.2743300922822,0.5,849.2743300922822,86.42420465642223,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0001224113955316,0.9998775886044683
8,9.0,936.2764586699174,849.8182995586718,0.5,849.8182995586718,86.45816429419452,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0001237848088902,0.9998762151911099
9,10.0,936.7132982292117,850.221178092898,0.5,850.221178092898,86.49212374298986,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621,1.0000406456665323,0.9999593543334678
10,,,,,,,,,,,,,
11,,,,,,,,,,,,,
12,,,,,,,,,,,,,
13,,,,,,,,,,,,,
14,,,,,,,,,,,,,
15,,,,,,,,,,,,,
16,,,,,,,,,,,,,
17,,,,,,,,,,,,,
18,,,,,,,,,,,,,
19,,,,,,,,,,,,,
20,,,,,,,,,,,,,
21,,,,,,,,,,,,,
22,,,,,,,,,,,,,
23,,,,,,,,,,,,,
24,,,,,,,,,,,,,
25,,,,,,,,,,,,,
26,,,,,,,,,,,,,
27,,,,,,,,,,,,,
28,,,,,,,,,,,,,
29,,,,,,,,,,,,,
30,,,,,,,,,,,,,
31,,,,,,,,,,,,,
32,,,,,,,,,,,,,
33,,,,,,,,,,,,,
34,,,,,,,,,,,,,
35,,,,,,,,,,,,,
36,,,,,,,,,,,,,
37,,,,,,,,,,,,,
38,,,,,,,,,,,,,
39,,,,,,,,,,,,,
40,,,,,,,,,,,,,
41,,,,,,,,,,,,,
42,,,,,,,,,,,,,
43,,,,,,,,,,,,,
44,,,,,,,,,,,,,
45,,,,,,,,,,,,,
46,,,,,,,,,,,,,
47,,,,,,,,,,,,,
48,,,,,,,,,,,,,
49,,,,,,,,,,,,,
50,,,,,,,,,,,,,
51,,,,,,,,,,,,,
52,,,,,,,,,,,,,
53,,,,,,,,,,,,,
54,,,,,,,,,,,,,
55,,,,,,,,,,,,,
56,,,,,,,,,,,,,
57,,,,,,,,,,,,,
58,,,,,,,,,,,,,
59,,,,,,,,,,,,,
60,,,,,,,,,,,,,
61,,,,,,,,,,,,,
62,,,,,,,,,,,,,
63,,,,,,,,,,,,,
64,,,,,,,,,,,,,
65,,,,,,,,,,,,,
66,,,,,,,,,,,,,
67,,,,,,,,,,,,,
68,,,,,,,,,,,,,
69,,,,,,,,,,,,,
70,,,,,,,,,,,,,
71,,,,,,,,,,,,,
72,,,,,,,,,,,,,
73,,,,,,,,,,,,,
74,,,,,,,,,,,,,
75,,,,,,,,,,,,,
76,,,,,,,,,,,,,
77,,,,,,,,,,,,,
78,,,,,,,,,,,,,
79,,,,,,,,,,,,,
80,,,,,,,,,,,,,
81,,,,,,,,,,,,,
82,,,,,,,,,,,,,
83,,,,,,,,,,,,,
84,,,,,,,,,,,,,
85,,,,,,,,,,,,,
86,,,,,,,,,,,,,
87,,,,,,,,,,,,,
88,,,,,,,,,,,,,
89,,,,,,,,,,,,,
90,,,,,,,,,,,,,
